Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Lemonade,Pepsi,Soft Drink,274,6212,562,5650,7/13/21,Barbara Carter,Pennsylvania,Nixonberg,21529,0-409-78844-9
Green Tea,Coca-Cola,Tea,991,9210,7770,1440,5/5/21,Craig Noble MD,Kentucky,East Jacquelineberg,73043,1-222-33265-5
Wine,Dr. Pepper,Alcoholic,122,4039,7529,-3490,11/15/20,Paula Murphy,Washington,Taylorview,73009,1-282-72523-8
Energy Drink,Coca-Cola,Soft Drink,256,9567,1198,8369,12/4/22,Dawn Chapman,Montana,Port Angela,29708,1-4417-6999-4
Green Tea,Pepsi,Tea,355,6063,2225,3838,7/10/22,Seth Bradley,Montana,Hofort,97358,0-697-91791-6
Black Tea,Pepsi,Tea,978,3310,7455,-4145,5/24/22,Kelly Nicholson,Arkansas,Hudsonchester,40984,1-366-17621-9
Energy Drink,Pepsi,Soft Drink,464,7105,4145,2960,2/10/21,Cameron Reyes,South Carolina,North Erinborough,2894,0-584-46224-7
Energy Drink,Coca-Cola,Soft Drink,240,7139,6706,433,7/14/21,Charles Winters,New York,Port Bradley,39759,0-86691-082-4
Cola,Pepsi,Soft Drink,469,8738,1359,7379,8/1/21,Cory Rivera,North Dakota,Lake Vincent,39002,0-493-61223-8
Energy Drink,Dr. Pepper,Soft Drink,571,8111,5140,2971,2/20/21,Justin Livingston,Mississippi,Lake Erin,86085,0-695-92007-3
Cola,Dr. Pepper,Soft Drink,225,4118,1739,2379,1/22/23,Valerie Brewer,Iowa,Alvaradotown,84026,0-335-03839-5
Cola,Coca-Cola,Soft Drink,777,6810,4833,1977,8/20/20,Angel Jenkins,North Dakota,Port Alisonview,59290,1-83318-904-3
Wine,Pepsi,Alcoholic,880,6148,4761,1387,10/31/20,Cynthia Jones,North Carolina,Port Sarahfurt,24493,0-01-892101-9
Green Tea,Coca-Cola,Tea,785,3444,6141,-2697,2/15/21,Tina Taylor,Wisconsin,Port Stephanie,6300,0-403-82716-7
Coffee,Coca-Cola,Coffee,533,5195,6974,-1779,4/4/20,Darrell White,Illinois,Phillipstad,19779,0-394-90908-9
Black Tea,Coca-Cola,Tea,682,6699,6471,228,6/25/20,Nicole Smith,Maine,Stevenville,1077,0-506-36615-4
Energy Drink,Dr. Pepper,Soft Drink,505,9815,3205,6610,3/28/20,Craig Nicholson,North Dakota,South George,5060,1-63393-702-X
Energy Drink,Dr. Pepper,Soft Drink,673,3563,3593,-30,9/3/21,Sarah Strong,Florida,West Lisa,98833,0-933179-13-8
Cola,Pepsi,Soft Drink,795,7090,5410,1680,1/3/22,Kevin Lawrence,Nevada,Nataliehaven,85255,1-258-63726-X
Vodka,Coca-Cola,Alcoholic,658,8865,2002,6863,8/10/20,Gail Fitzgerald,Montana,Michaelland,89591,0-7830-4480-1
Lemonade,Pepsi,Soft Drink,591,1550,2136,-586,1/21/20,Mitchell Bennett,Kentucky,Walkerport,71100,1-05-396997-X
Vodka,Dr. Pepper,Alcoholic,263,2263,7901,-5638,12/9/21,Deborah Chapman,Hawaii,Jenningston,50112,1-4564-9783-9
Lemonade,Pepsi,Soft Drink,988,1854,3556,-1702,1/21/20,Mary Weber,New Jersey,Castroland,34991,1-63637-366-6
Vodka,Coca-Cola,Alcoholic,416,2196,5983,-3787,11/9/22,Susan Sanchez,Minnesota,Kennedyport,52563,0-87745-765-4
Lemonade,Dr. Pepper,Soft Drink,813,2893,6200,-3307,12/4/22,Yvonne Joyce,Hawaii,Port Joseph,57666,0-347-75520-8
Cola,Dr. Pepper,Soft Drink,799,7525,5138,2387,8/8/21,Denise Bell,Kansas,Port Bethbury,97419,1-147-67671-2
Lemonade,Dr. Pepper,Soft Drink,406,7781,4880,2901,8/3/22,Deborah Webb,Arkansas,South Guy,29068,0-03-396017-8
Green Tea,Coca-Cola,Tea,975,4838,4095,743,12/31/20,Natalie Randolph,Hawaii,Port Joel,89072,1-01-327275-7
Herbal Tea,Dr. Pepper,Tea,115,9224,6090,3134,7/17/23,Alexandra Carney,New Mexico,Lake Bruceburgh,36504,1-58285-060-7
Beer,Coca-Cola,Alcoholic,411,4624,2005,2619,11/22/22,Jennifer Christensen,Kansas,Port Luis,99845,1-63406-484-4
Green Tea,Dr. Pepper,Tea,668,7394,5884,1510,2/28/23,Leah Smith,Idaho,Hernandezport,29033,1-64369-191-0
Lemonade,Dr. Pepper,Soft Drink,480,4987,7949,-2962,2/17/20,Jessica White,Nebraska,Taylorville,84636,1-02-117471-8
Herbal Tea,Pepsi,Tea,963,7330,4210,3120,11/12/22,Michelle Williams,New York,Leslieburgh,59566,0-502-20945-3
Green Tea,Coca-Cola,Tea,532,5102,6116,-1014,9/22/20,Donna Mueller,Wisconsin,Williamsside,14536,0-256-45828-6
Vodka,Dr. Pepper,Alcoholic,695,2347,3215,-868,11/5/22,William Jennings,Texas,Port Joe,99833,0-419-02236-8
Vodka,Pepsi,Alcoholic,581,1962,2349,-387,10/12/20,Allison Johnson,Virginia,Popeshire,63223,0-679-17314-5
Green Tea,Dr. Pepper,Tea,193,3678,5029,-1351,1/3/21,Melissa Porter,South Carolina,Christopherton,97400,0-7556-4367-4
Energy Drink,Pepsi,Soft Drink,974,4096,3380,716,2/24/21,Patricia Barrett,Missouri,Melissatown,5014,1-01-098103-X
Green Tea,Pepsi,Tea,879,8625,2929,5696,1/10/21,Annette Hernandez,Maryland,West Anthonyborough,66183,1-58528-367-3
Black Tea,Dr. Pepper,Tea,958,2125,4783,-2658,3/28/20,Katherine Haley,South Dakota,Kirkburgh,6056,1-66992-554-4
Beer,Dr. Pepper,Alcoholic,374,8241,7113,1128,2/25/22,Stacey Armstrong,Indiana,South Matthew,89481,1-61776-794-8
Green Tea,Coca-Cola,Tea,375,2934,2765,169,11/19/21,Laura Taylor,Nebraska,Jermaineland,58631,0-8002-1954-6
Cola,Coca-Cola,Soft Drink,928,1215,3317,-2102,3/1/21,Brianna Cox,Minnesota,West Josephland,89769,1-237-44160-9
Wine,Coca-Cola,Alcoholic,299,2870,4327,-1457,2/8/23,Peggy Wilcox,Tennessee,East Stevenborough,27494,0-943054-14-1
Black Tea,Coca-Cola,Tea,425,4292,1473,2819,1/9/22,Paula Lyons,Vermont,Lake Sarahshire,97589,0-02-988176-5
Green Tea,Coca-Cola,Tea,203,3323,4080,-757,3/2/22,Amy Morales,Virginia,Davisshire,17959,1-72075-993-6
Herbal Tea,Dr. Pepper,Tea,401,3251,7397,-4146,10/20/22,Mrs. Wanda Lopez DVM,Massachusetts,West Mikefort,2285,0-225-29868-6
Vodka,Dr. Pepper,Alcoholic,924,6402,5843,559,3/13/21,Kayla Huffman,Alaska,Port Darrellfurt,21289,1-5034-1850-2
Herbal Tea,Pepsi,Tea,902,9867,5722,4145,7/18/20,Mary Sanchez,Indiana,Port Ashleyville,3485,0-586-85293-X
Coffee,Dr. Pepper,Coffee,516,3485,4563,-1078,12/7/21,Heather Perez,California,Berrybury,37513,1-55395-137-9
Beer,Pepsi,Alcoholic,113,8667,7824,843,3/12/21,Leslie Johnson,Ohio,Caseychester,99602,1-9863-5984-0
Energy Drink,Coca-Cola,Soft Drink,674,9484,6480,3004,2/14/20,Monica Phillips,Missouri,New Bethany,89844,1-391-41489-6
Energy Drink,Dr. Pepper,Soft Drink,967,3348,4932,-1584,7/1/21,Lindsey Shaffer,Georgia,South Allenhaven,28050,0-900111-79-8
Energy Drink,Dr. Pepper,Soft Drink,270,7265,4051,3214,8/7/20,Alison Gibson,New Mexico,New Morgan,24744,1-288-65904-0
Green Tea,Pepsi,Tea,256,4792,1415,3377,10/21/22,Deborah Jenkins,Maryland,Snydertown,38368,1-221-14526-6
Coffee,Coca-Cola,Coffee,255,5543,1478,4065,10/28/20,Bradley Bryant,Illinois,Lake Elizabethmouth,12624,0-695-45428-5
Lemonade,Pepsi,Soft Drink,942,3888,732,3156,1/14/22,Andrew Love,Florida,Lake Allison,41351,0-11-810432-2
Beer,Pepsi,Alcoholic,546,3903,7441,-3538,12/8/20,Daniel Whitaker,West Virginia,South Jason,21389,0-7949-7810-X
Vodka,Pepsi,Alcoholic,932,5556,5070,486,7/6/20,Carrie Braun,Maryland,Allenmouth,85567,0-06-152764-5
Cola,Pepsi,Soft Drink,917,4188,5575,-1387,8/22/20,Sherri Poole,Iowa,North Emily,2803,1-366-24786-8
Cola,Pepsi,Soft Drink,223,4870,5326,-456,2/17/21,Joan Smith,North Carolina,South Jamesfurt,48644,0-668-49159-0
Beer,Dr. Pepper,Alcoholic,865,7287,1498,5789,6/30/21,Sarah Dickerson,Virginia,Thomasville,5244,0-229-77240-4
Beer,Dr. Pepper,Alcoholic,217,9759,4173,5586,1/22/20,William Zuniga,Iowa,Port Matthewfort,8718,1-68515-849-8
Black Tea,Dr. Pepper,Tea,827,2119,4698,-2579,1/20/21,Jorge Larsen,Ohio,Aliciaside,85802,1-350-76036-6
Wine,Pepsi,Alcoholic,934,6712,513,6199,9/12/22,James Newman DDS,Mississippi,Karlburgh,71699,1-4426-5510-0
Green Tea,Dr. Pepper,Tea,272,9663,4130,5533,1/3/22,Shelly Smith,Maryland,Lake Gregoryton,96704,1-279-67267-6
Herbal Tea,Coca-Cola,Tea,965,9270,4880,4390,6/6/22,Mary King,Oklahoma,Donaldville,81333,1-05-101692-4
Herbal Tea,Dr. Pepper,Tea,997,5515,6459,-944,9/13/20,Charles Johnson,Oregon,Port Jennifertown,20034,1-69615-497-9
Beer,Dr. Pepper,Alcoholic,917,3625,2946,679,8/23/22,Mary Zhang,Kansas,West Rhonda,4117,0-7831-2649-2
Beer,Pepsi,Alcoholic,201,1531,5528,-3997,8/8/22,Gloria Bennett,Delaware,Hendersonmouth,28256,0-628-64859-6
Beer,Pepsi,Alcoholic,494,8436,2610,5826,10/8/22,Brandy Perez,Massachusetts,Lake Catherineshire,32974,1-09-699730-4
Herbal Tea,Pepsi,Tea,698,1789,6723,-4934,4/22/20,Linda Frank,South Dakota,Port Alicia,40796,1-59471-335-9
Beer,Pepsi,Alcoholic,755,4053,1629,2424,4/23/20,William Clark,Vermont,Lake Tina,7544,0-443-80003-0
Vodka,Dr. Pepper,Alcoholic,453,9213,3810,5403,9/4/20,Daniel Peterson,Louisiana,East Sarah,83416,1-9773-5494-7
Black Tea,Coca-Cola,Tea,763,6482,1625,4857,1/13/21,April Jordan,Nebraska,South Crystal,6293,0-473-07048-0
Coffee,Dr. Pepper,Coffee,316,4225,1734,2491,7/22/22,Christian Bass,Nevada,Montoyabury,3648,0-461-87375-3
Vodka,Pepsi,Alcoholic,122,1546,7219,-5673,2/16/23,James Perez,Oregon,South Deborah,59763,0-446-94865-9
Beer,Dr. Pepper,Alcoholic,125,8116,7842,274,9/29/21,Becky Padilla,Texas,Belindafurt,97732,1-69916-890-3
Green Tea,Dr. Pepper,Tea,451,8428,996,7432,11/21/20,Hannah Austin,New York,Charlesland,45786,1-902090-64-0
Cola,Pepsi,Soft Drink,448,2765,1178,1587,6/12/23,Monica Sanford,Minnesota,Raymondborough,14651,0-677-37633-2
Wine,Dr. Pepper,Alcoholic,724,1276,4756,-3480,11/15/22,Craig Hanna,Ohio,Mollyside,59187,0-10-604575-X
Wine,Coca-Cola,Alcoholic,819,3416,5242,-1826,6/13/20,Cynthia Gallegos,Illinois,North Calvinhaven,99743,0-306-87878-X
Energy Drink,Coca-Cola,Soft Drink,113,4308,6023,-1715,8/5/22,David Henry,Alabama,East Dylanland,19861,0-7282-2456-9
Cola,Coca-Cola,Soft Drink,593,5699,6458,-759,3/27/21,Amanda Yates,Hawaii,West Erinville,6243,0-05-931583-0
Cola,Coca-Cola,Soft Drink,449,2799,2565,234,3/27/23,Christopher Sexton,Tennessee,Lake Katie,96880,1-934434-84-1
Black Tea,Coca-Cola,Tea,480,5172,4267,905,5/14/22,Madison Christensen,West Virginia,East Carrie,20866,1-74854-641-4
Wine,Dr. Pepper,Alcoholic,445,5315,692,4623,9/29/20,Nicholas Thomas,Washington,Stevenshire,79356,0-405-01648-4
Cola,Coca-Cola,Soft Drink,840,4632,2377,2255,4/27/21,Ryan Lewis,Arkansas,Bonnieborough,4575,0-218-90649-8
Wine,Coca-Cola,Alcoholic,895,1797,7326,-5529,7/31/22,Connor Barker,California,Melindachester,66176,0-16-029342-1
Herbal Tea,Coca-Cola,Tea,740,3013,1000,2013,8/6/20,Raymond Snyder,Rhode Island,East Jenniferburgh,3727,0-10-047902-2
Herbal Tea,Coca-Cola,Tea,751,9811,4323,5488,3/16/23,Dr. Kimberly Hill PhD,Minnesota,West Margaretside,98470,1-07-942028-2
Black Tea,Pepsi,Tea,181,1151,7899,-6748,9/14/22,Jessica Choi,Pennsylvania,West Jeremiahville,19787,0-684-60272-5
Coffee,Pepsi,Coffee,361,2801,6670,-3869,10/23/21,Mary Fisher,Texas,North William,25474,0-7824-5658-8
Herbal Tea,Dr. Pepper,Tea,781,2294,4053,-1759,1/21/23,Thomas Williams,Texas,Yodertown,2806,0-331-34460-2
Cola,Dr. Pepper,Soft Drink,994,2274,7817,-5543,11/12/20,Morgan Haney,Pennsylvania,Port Kennethchester,97387,0-448-45691-5
Herbal Tea,Pepsi,Tea,572,2534,2095,439,11/23/22,David Spencer,Pennsylvania,Lake Melissachester,57536,0-442-83677-5
Lemonade,Coca-Cola,Soft Drink,149,8430,4992,3438,12/7/20,Jennifer Swanson,North Carolina,Anthonymouth,84397,1-62936-592-0
Beer,Pepsi,Alcoholic,905,8846,684,8162,6/2/21,Sean Miller,New York,East Patrickton,86286,1-4774-5646-5
Herbal Tea,Dr. Pepper,Tea,321,3527,1219,2308,2/18/23,Samantha Johnson,Kentucky,South Danielburgh,57697,1-165-93561-9
Wine,Dr. Pepper,Alcoholic,404,6103,1842,4261,7/25/20,Michelle Watson,Colorado,Chenview,35295,0-626-00908-1
Cola,Coca-Cola,Soft Drink,724,9565,7748,1817,3/8/22,April Winters,Georgia,Rogersview,97300,0-207-97669-4
Wine,Dr. Pepper,Alcoholic,333,6365,6061,304,9/15/22,John Diaz,Delaware,East Antonio,41524,1-4013-7187-6
Wine,Dr. Pepper,Alcoholic,672,1453,4949,-3496,12/16/20,Brittany Mills,Maryland,North Nicole,3639,0-8474-2924-5
Green Tea,Dr. Pepper,Tea,763,4906,6589,-1683,10/25/20,Erica Taylor,Missouri,Lake Brian,18045,0-377-54175-3
Wine,Dr. Pepper,Alcoholic,786,8531,4901,3630,4/15/22,Amanda Villarreal,Nebraska,West Jenniferside,73073,0-8368-2584-5
Energy Drink,Dr. Pepper,Soft Drink,258,9822,980,8842,5/5/21,Jeffrey Gonzalez,Wyoming,West William,73031,0-363-95873-8
Cola,Coca-Cola,Soft Drink,603,3188,4393,-1205,12/31/20,Derek Alvarez,Oklahoma,East Kevin,88105,1-4069-7808-6
Herbal Tea,Dr. Pepper,Tea,515,3946,2442,1504,12/29/21,Cynthia Fields,Idaho,East Teresaview,35903,1-82676-870-X
Green Tea,Coca-Cola,Tea,988,7722,1774,5948,1/1/21,Zachary Robinson,Missouri,Collinberg,5478,0-7631-9937-0
Coffee,Coca-Cola,Coffee,422,8256,1653,6603,6/9/20,Toni Rios,Pennsylvania,Feliciahaven,2897,1-199-20388-2
Cola,Pepsi,Soft Drink,217,4055,2226,1829,4/10/21,Alejandro Everett,Nebraska,East Carolynfort,25739,0-282-90828-5
Coffee,Pepsi,Coffee,264,1263,5472,-4209,5/2/20,Ms. Lori Hughes DVM,Massachusetts,Royville,31276,0-290-54817-9
Wine,Coca-Cola,Alcoholic,823,4479,2771,1708,6/20/22,Calvin Baker,North Dakota,South Stevenmouth,4756,0-522-45340-6
Vodka,Coca-Cola,Alcoholic,329,3110,2868,242,6/15/21,Jimmy Munoz,Vermont,Brendafurt,89043,0-04-373856-7
Energy Drink,Coca-Cola,Soft Drink,225,1590,2063,-473,11/9/21,Mallory Clark,Louisiana,West Josephmouth,60457,1-881117-23-5
Energy Drink,Dr. Pepper,Soft Drink,858,6073,2349,3724,1/13/22,Ashley Harris,Minnesota,South Jason,97653,1-71857-655-2
Green Tea,Dr. Pepper,Tea,657,8168,4527,3641,12/7/22,Julia Keller DVM,Alaska,South Michaelchester,45273,1-04-551387-3
Beer,Pepsi,Alcoholic,106,4348,2125,2223,5/25/20,David Morgan,Arizona,Weberborough,21580,0-9912692-1-7
Beer,Pepsi,Alcoholic,945,1670,3138,-1468,6/6/20,Alex Jones,Illinois,Port Michellehaven,4527,1-4575-1274-2
Herbal Tea,Dr. Pepper,Tea,878,7167,1967,5200,4/30/21,Justin Ellis,Delaware,Lake Dana,48179,1-947923-53-6
Energy Drink,Coca-Cola,Soft Drink,486,3853,7077,-3224,5/29/23,Aaron Wilkins,New York,Port Brandimouth,86118,1-4610-8426-1
Lemonade,Pepsi,Soft Drink,904,1158,1539,-381,7/24/22,Randy Baxter,Georgia,Port Ruth,40621,0-88307-314-5
Wine,Dr. Pepper,Alcoholic,727,7138,2481,4657,2/17/22,Kelly Burns,Hawaii,East Jerryshire,44735,0-7193-7646-7
Black Tea,Coca-Cola,Tea,745,3514,4308,-794,6/21/21,Miss Patricia Melendez,California,Tracyside,75713,0-18-700950-3
Beer,Dr. Pepper,Alcoholic,118,1775,6630,-4855,10/9/22,Matthew Day,Maryland,Michellechester,41270,0-414-80467-8
Cola,Dr. Pepper,Soft Drink,691,1745,7807,-6062,11/20/21,Sandra Mitchell,Louisiana,Franklinburgh,38364,1-5471-7378-5
Vodka,Coca-Cola,Alcoholic,944,3946,4581,-635,5/12/23,Erin Berry,Virginia,East Kaitlinport,66899,0-418-98088-8
Beer,Coca-Cola,Alcoholic,391,9310,1099,8211,1/14/20,Kevin Sanford,Mississippi,North Kyleton,83602,1-178-18790-X
Cola,Pepsi,Soft Drink,238,5955,2356,3599,8/3/21,Michael Terrell,Idaho,Ryanberg,51794,1-65413-636-0
Energy Drink,Coca-Cola,Soft Drink,343,1583,5518,-3935,8/22/20,John Mendez,Montana,Wilkersonhaven,58194,1-114-23214-9
Black Tea,Pepsi,Tea,797,7570,1589,5981,9/25/22,Nicolas Sanchez,Illinois,Scotttown,20844,0-06-580389-2
Wine,Pepsi,Alcoholic,531,9712,6463,3249,3/24/23,Mrs. Kelly Lindsey,Alabama,New Jacobfurt,19898,0-669-70253-6
Green Tea,Dr. Pepper,Tea,271,6728,5089,1639,3/21/20,Lisa Hurst,Wyoming,Lake Paulmouth,3683,0-15-224382-8
Energy Drink,Coca-Cola,Soft Drink,632,2343,2069,274,12/2/21,Alicia Moore,Kentucky,Lake Sarah,33249,1-68212-861-X
Herbal Tea,Pepsi,Tea,437,6310,4927,1383,10/26/20,Tristan Mills,Kentucky,Garciahaven,88251,0-311-23665-0
Beer,Pepsi,Alcoholic,129,7009,5014,1995,2/20/21,Kevin Garcia,Wisconsin,Laurenburgh,97119,0-386-88189-8
Green Tea,Dr. Pepper,Tea,217,8116,5231,2885,10/17/20,Mrs. Ashley Wells DDS,Michigan,East Jonathanview,79339,1-78947-018-8
Black Tea,Coca-Cola,Tea,469,4930,971,3959,4/27/23,Kayla Roberts,South Carolina,North Jaystad,50606,1-72894-046-X
Vodka,Pepsi,Alcoholic,437,2238,1359,879,7/7/22,Scott Williams,Arizona,Ashleychester,67756,1-4350-3645-X
Black Tea,Dr. Pepper,Tea,171,8229,756,7473,6/14/21,Daniel Martinez,Oklahoma,South Thomasstad,38080,0-373-92233-7
Beer,Pepsi,Alcoholic,373,7870,546,7324,4/23/21,Carl Huber,Utah,Carolineshire,70337,1-4226-5752-3
Beer,Dr. Pepper,Alcoholic,251,5835,2825,3010,8/21/22,Alexis Espinoza,Colorado,South Johnland,57701,0-88589-270-4
Cola,Dr. Pepper,Soft Drink,912,4789,7958,-3169,4/15/21,Christopher Rivera,Connecticut,South Loriland,7142,1-4856-7242-2
Black Tea,Dr. Pepper,Tea,774,6537,2606,3931,11/13/22,Kelly Harris,New Hampshire,West Paulmouth,73031,1-303-80983-4
Green Tea,Dr. Pepper,Tea,916,6331,2104,4227,11/21/21,Steven Smith,North Carolina,South Samuelbury,72913,0-15-691497-2
Cola,Dr. Pepper,Soft Drink,992,9645,5032,4613,1/21/20,Shaun James,Michigan,East Anthonyborough,22989,0-9579668-5-7
Lemonade,Dr. Pepper,Soft Drink,880,6501,4426,2075,6/15/23,James Reid,Utah,West Benjamin,2125,0-315-73422-1
Energy Drink,Coca-Cola,Soft Drink,676,3825,500,3325,1/2/23,Austin Ross,North Dakota,South Jacobburgh,53128,0-211-27317-1
Energy Drink,Dr. Pepper,Soft Drink,328,5786,5840,-54,6/1/23,Terry Mills,Washington,East Thomas,41658,0-902913-97-2
Coffee,Coca-Cola,Coffee,378,5631,5229,402,9/7/21,Dominique Lawson,Minnesota,Jonesburgh,1521,1-173-15246-6
Wine,Dr. Pepper,Alcoholic,304,3298,4522,-1224,5/18/21,Trevor Trujillo,Missouri,Riverafort,53710,1-4631-0888-5
Vodka,Coca-Cola,Alcoholic,148,7216,6697,519,8/8/22,Matthew Larsen,Mississippi,Port Shawntown,67092,0-322-11101-3
Coffee,Coca-Cola,Coffee,844,1806,1487,319,7/25/21,Kelsey Rodriguez,Alaska,Jessicaville,4156,0-16-755970-2
Energy Drink,Pepsi,Soft Drink,983,1301,5100,-3799,4/26/20,Justin Arellano,Tennessee,New Edwardport,5340,1-4535-6369-5
Beer,Dr. Pepper,Alcoholic,940,5110,2443,2667,9/7/21,Michelle Patterson,Connecticut,Carterchester,38286,1-162-83608-3
Lemonade,Coca-Cola,Soft Drink,154,5805,4216,1589,4/21/20,Alyssa Shannon,Pennsylvania,Riosside,37778,1-237-21565-X
Lemonade,Coca-Cola,Soft Drink,936,1647,2331,-684,1/16/22,Maria Zimmerman,Ohio,North Katrina,65005,0-366-34549-4
Beer,Coca-Cola,Alcoholic,755,2610,3845,-1235,1/13/20,Jay Bell,Pennsylvania,Port Edward,61205,1-963089-21-9
Vodka,Pepsi,Alcoholic,119,3378,2758,620,1/31/20,Kenneth Martinez,Montana,Wolfport,37743,0-582-31441-0
Lemonade,Dr. Pepper,Soft Drink,509,2771,591,2180,1/4/20,Katie Lang,Missouri,North Shannonhaven,77080,1-79760-682-4
Cola,Coca-Cola,Soft Drink,720,7934,4075,3859,3/17/20,Ashley Christian,Massachusetts,North Amber,19944,1-4222-2287-X
Beer,Coca-Cola,Alcoholic,891,1323,2304,-981,1/5/21,Mason Boyer,Oklahoma,Christianshire,64279,0-08-965106-5
Beer,Dr. Pepper,Alcoholic,409,8760,3273,5487,7/15/23,Sheri Hall,Maine,Tylerland,68038,0-11-063260-5
Herbal Tea,Coca-Cola,Tea,855,6439,1898,4541,7/26/21,Ashley Rodriguez,Maryland,Brandonton,58017,0-8320-7911-1
Energy Drink,Coca-Cola,Soft Drink,300,9227,5117,4110,10/6/22,Allison Barrett,Louisiana,Lyonsville,87943,0-445-49277-5
Vodka,Dr. Pepper,Alcoholic,579,5705,4055,1650,4/14/21,Tamara Ford,North Carolina,Johnsonport,71894,1-00-934171-5
Energy Drink,Dr. Pepper,Soft Drink,594,9285,7514,1771,2/16/23,Todd Nelson,Wisconsin,East Nicoleside,19866,1-279-21139-3
Herbal Tea,Coca-Cola,Tea,943,8344,3510,4834,1/13/23,David Alexander,Missouri,West Tonyaberg,58349,0-7498-6866-X
Black Tea,Dr. Pepper,Tea,742,8089,6454,1635,6/26/23,Stacy Murphy,Arizona,North Richardfort,97113,0-290-37857-5
Black Tea,Dr. Pepper,Tea,951,9654,1986,7668,7/16/22,Donald Alexander,Idaho,Harmonshire,48152,0-364-64214-9
Beer,Pepsi,Alcoholic,525,5096,2942,2154,1/27/23,Jennifer Butler,Kentucky,North Patrickburgh,68112,1-75960-455-0
Black Tea,Pepsi,Tea,287,9820,6776,3044,2/23/22,Monique Jackson,Delaware,Port Jack,98805,0-7128-3554-7
Cola,Pepsi,Soft Drink,667,8718,4837,3881,3/15/20,Justin Garza,New York,South Edwin,5495,0-369-45165-1
Lemonade,Dr. Pepper,Soft Drink,452,7961,864,7097,2/11/20,Robert Welch,Missouri,Blackwellmouth,24089,0-220-43219-8
Vodka,Coca-Cola,Alcoholic,456,1682,3839,-2157,7/20/23,Jessica Juarez,Hawaii,North Johnport,26239,0-7782-1815-5
Lemonade,Pepsi,Soft Drink,259,5280,1480,3800,8/23/21,Renee Clayton,Vermont,North Chad,3765,1-64338-984-X
Herbal Tea,Pepsi,Tea,322,6119,3332,2787,7/19/21,James Thompson,California,Johnsonhaven,29473,1-7384655-9-4
Beer,Dr. Pepper,Alcoholic,842,4421,4124,297,7/27/20,Annette Miller,Pennsylvania,West Dianetown,20996,1-78834-214-3
Beer,Pepsi,Alcoholic,611,6270,6703,-433,4/3/22,Mrs. Amanda Fuller,Minnesota,Michaelview,19466,1-370-72406-3
Cola,Dr. Pepper,Soft Drink,752,4812,723,4089,11/26/21,Samantha Carpenter,Utah,Lake Susan,6340,0-7765-6562-1
Vodka,Coca-Cola,Alcoholic,567,4816,2059,2757,2/6/22,Isaiah Maxwell,Mississippi,Stevenberg,39765,0-420-29177-6
Herbal Tea,Coca-Cola,Tea,667,6375,2946,3429,2/19/23,Kimberly White,Rhode Island,Tracybury,54605,1-75592-091-1
Beer,Dr. Pepper,Alcoholic,950,7444,6163,1281,1/21/23,Anthony Brown,Montana,Williamsview,2929,0-09-256126-8
Wine,Dr. Pepper,Alcoholic,849,8122,5828,2294,8/25/21,Karen Edwards,South Dakota,East Teresahaven,66968,1-80324-623-5
Coffee,Pepsi,Coffee,466,8277,1929,6348,1/16/23,David Ramsey,Wisconsin,Janeland,2917,1-239-29478-6
Energy Drink,Dr. Pepper,Soft Drink,710,2972,4591,-1619,10/12/20,Susan Goodman,Massachusetts,Laneside,62979,0-433-41456-1
Vodka,Pepsi,Alcoholic,845,2520,4655,-2135,1/28/22,Eric Wagner,Oklahoma,Port Johnbury,17815,1-06-299743-3
Lemonade,Coca-Cola,Soft Drink,718,3655,2699,956,8/20/20,Manuel Meyers,New Mexico,Lake Cristina,54959,0-09-418661-8
Herbal Tea,Dr. Pepper,Tea,117,7725,721,7004,4/9/22,Patrick Anthony,Missouri,North Danielshire,12389,0-05-263857-X
Herbal Tea,Dr. Pepper,Tea,727,1086,3662,-2576,7/3/23,Thomas Mason,New Mexico,Port Brittanyport,32827,0-8345-3084-8
Coffee,Dr. Pepper,Coffee,214,7935,2664,5271,8/8/20,Nicole Wilson,North Dakota,Kathleenchester,97656,1-376-96361-2
Lemonade,Coca-Cola,Soft Drink,140,2192,1732,460,8/17/20,Brian Richardson,Indiana,East Amyburgh,38558,1-210-38858-8
Coffee,Dr. Pepper,Coffee,145,8328,3266,5062,3/13/22,Nathaniel Smith,Virginia,East Kelly,2814,1-5343-7734-4
Beer,Pepsi,Alcoholic,934,7169,4250,2919,5/23/21,Sarah Carroll,Utah,Jonestown,20003,0-06-029554-6
Cola,Coca-Cola,Soft Drink,560,1862,2335,-473,1/7/22,Craig Guerra,Alaska,Weissmouth,3668,0-8182-8471-4
Herbal Tea,Dr. Pepper,Tea,516,7326,4625,2701,8/21/21,James Osborn,New Hampshire,New Catherine,36264,0-387-57349-6
Coffee,Pepsi,Coffee,958,1552,3200,-1648,4/23/20,Lisa Gregory,New Hampshire,Ramirezborough,84060,0-245-23827-1
Beer,Coca-Cola,Alcoholic,404,3832,5521,-1689,9/26/22,Eric Perez,Rhode Island,South Ronald,98092,1-121-02316-9
Herbal Tea,Pepsi,Tea,539,4111,7321,-3210,5/1/20,Eugene Torres,Michigan,Millerbury,61131,1-4380-2752-4
Green Tea,Dr. Pepper,Tea,107,5586,4532,1054,10/12/20,Raven Gilmore,New York,Carpenterport,19974,0-13-937631-3
